PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AbsAC30_Qualifier,AbsAC30_uM,pAbsAC30_M,ACTIVITY_OUTCOME_TEST1,ACTIVITY_SCORE_TEST1,ASSAYDATA_COMMENT_TEST1,AbsAC30_Qualifier_TEST1,AbsAC30_uM_TEST1,pAbsAC30_M_TEST1,Hill_Slope_TEST1,S0_(%)_TEST1,Sinf_(%)_TEST1,Num_Points_TEST1,Max_Activity_(%)_TEST1,Max_Activity_Conc_uM_TEST1,Max_Concentration_uM_TEST1,Activity_at_0.16uM_(%)_TEST1,Activity_at_0.3uM_(%)_TEST1,Activity_at_0.6uM_(%)_TEST1,Activity_at_1.2uM_(%)_TEST1,Activity_at_2.6uM_(%)_TEST1,Activity_at_5uM_(%)_TEST1,Activity_at_10uM_(%)_TEST1,Activity_at_19.5uM_(%)_TEST1,ACTIVITY_OUTCOME_TEST2,ACTIVITY_SCORE_TEST2,ASSAYDATA_COMMENT_TEST2,AbsAC30_Qualifier_TEST2,AbsAC30_uM_TEST2,pAbsAC30_M_TEST2,Hill_Slope_TEST2,S0_(%)_TEST2,Sinf_(%)_TEST2,Num_Points_TEST2,Max_Activity_(%)_TEST2,Max_Activity_Conc_uM_TEST2,Max_Concentration_uM_TEST2,Activity_at_0.12uM_(%)_TEST2,Activity_at_0.135uM_(%)_TEST2,Activity_at_0.15uM_(%)_TEST2,Activity_at_0.16uM_(%)_TEST2,Activity_at_0.18uM_(%)_TEST2,Activity_at_0.26uM_(%)_TEST2,Activity_at_0.285uM_(%)_TEST2,Activity_at_0.3uM_(%)_TEST2,Activity_at_0.35uM_(%)_TEST2,Activity_at_0.5uM_(%)_TEST2,Activity_at_0.56uM_(%)_TEST2,Activity_at_0.6uM_(%)_TEST2,Activity_at_0.68uM_(%)_TEST2,Activity_at_1uM_(%)_TEST2,Activity_at_1.1uM_(%)_TEST2,Activity_at_1.2uM_(%)_TEST2,Activity_at_1.35uM_(%)_TEST2,Activity_at_2.1uM_(%)_TEST2,Activity_at_2.35uM_(%)_TEST2,Activity_at_2.6uM_(%)_TEST2,Activity_at_2.85uM_(%)_TEST2,Activity_at_4.2uM_(%)_TEST2,Activity_at_4.6uM_(%)_TEST2,Activity_at_5uM_(%)_TEST2,Activity_at_5.6uM_(%)_TEST2,Activity_at_8uM_(%)_TEST2,Activity_at_9uM_(%)_TEST2,Activity_at_10uM_(%)_TEST2,Activity_at_11uM_(%)_TEST2,Activity_at_16uM_(%)_TEST2,Activity_at_18uM_(%)_TEST2,Activity_at_19.5uM_(%)_TEST2,Activity_at_21uM_(%)_TEST2,Activity_at_23.5uM_(%)_TEST2
665,85270063,4962331,C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=CNC(=S)C=C3,Inactive,0,,,,,,1,0,,,,,,10.8099,10.8099,14,17.914,10,19.5,8.72,5.765,12.206,7.282,5.289,13.278,17.914,17.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,49669265,20921965,CCOC1=CC2=C(C=C1)NC3=C(C2=O)C=CC=N3,Inactive,0,,,,,,1,0,,,,,,0.617589,0.617589,11,21.019,0.16,19.5,21.019,6.08,-2.667,-0.042,7.081,-5.986,-4.234,-4.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,124755355,53301192,CC1=CC(=NC2=NC(=C(N12)NC3CCCCC3)C4=CC=CC=N4)C,Inactive,0,,,,,,1,0,,,,,,-5.38936,-5.38936,14,-20.933,19.5,19.5,-4.575,2.956,-8.687,4.095,-6.837,-3.761,-8.652,-20.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,17514019,1624910,CC1=CC=CC=C1C2=NC(C3=C(N2)N(C(=O)NC3=O)C4=CC=C(C=C4)F)(C(F)(F)F)C(F)(F)F,Inactive,0,,,,,,1,0,,,,,,13.7125,13.7125,13,30.383,5,19.5,-8.017,2.312,14.618,24.725,,30.383,21.355,11.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,14728589,9547807,C1=CC=C2C(=C1)C(=O)C=C(N2)C3=CC(=CC=C3)F,Inactive,0,,,,,,1,0,,,,,,0.651753,0.651753,14,-10.615,19.5,19.5,-4.29,3.991,6.9,1.892,2.209,10.047,-8.933,-10.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,85201087,44202172,COC1=CC(=CC(=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)C#CC4=CC(=CC=C4)N)OC,Inactive,0,,,,,,1,0,,>,19.5,4.71,1.92,0,100,15,23.058,0.6,19.5,10.178,-4.992,23.058,-9.37,-0.342,0.299,9.308,22.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,103076076,9682148,C/C(=N\NC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCCC2)/C3=CC(=CC=C3)NC(=O)C,Inactive,0,,,,,,1,0,,,,,,3.0202,3.0202,14,-20.92,0.16,19.5,-20.92,7.594,2.926,8.464,13.813,5.425,7.631,3.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,51089289,7161306,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC=C4,Inactive,0,,,,,,1,0,,,,,,-1.02414,-1.02414,14,-9.927,5,19.5,5.656,-1.348,6.537,-5.923,-8.857,-9.927,-5.346,2.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,7965599,5307718,CC1(CC(=O)N(C2=CC=CC=C2S1(=O)=O)CC(=O)O)C,Inactive,0,,,,,,1,0,,,,,,-7.00076,-7.00076,11,-20.415,19.5,19.5,-5.761,,0.6,-0.138,-8.325,-19.498,-9.85,-20.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,49669016,16001242,COCCNC(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,Inactive,0,,,,,,1,0,,,,,,12.8071,12.8071,12,32.855,2.6,19.5,-2.871,4.605,8.792,11.643,32.855,19.637,12.141,16.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,49828864,4965868,CC1=C(C(=O)OC2=C1C=CC(=C2C)OC)CCC(=O)NC3CC3,Inactive,0,,,,,,1,0,,,,,,2.44497,2.44497,12,-9.745,5,19.5,6.971,0.967,5.542,8.234,3.578,-9.745,,-2.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,57258525,7841727,CC1=CC=CC=C1OCCC(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,,,,1,0,,,,,,-6.30802,-6.30802,15,-25.07,2.6,19.5,-7.817,8.895,4.038,-2.896,-25.07,-10.416,-20.558,2.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,49731271,22432506,CCC1=NC2=NC(=C(C(=O)N2N1)NS(=O)(=O)C3=CC=C(S3)Br)C,Inactive,0,,,,,,1,0,,,,,,0.129751,0.129751,10,12.002,5,19.5,0.305,7.592,3.181,-1.533,-9.644,12.002,,-4.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,49678412,24761902,CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)C(=O)NCC3=CC=CC=C3OC,Inactive,0,,,,,,1,0,,,,,,-1.22125,-1.22125,12,7.433,0.16,19.5,7.433,-4.138,-6.224,-5.951,-6.858,-3.436,7.006,-6.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,49729330,24792666,CCC1=C(NC2=C1C=C(C=C2C(=O)OC)Cl)C3(CCCCC3)O,Active,49,,,=,12.28,4.911,2,49,,=,12.28,4.911,1.507,0,100,11,49.788,19.5,19.5,-6.715,-0.889,5.715,7.855,3.077,14.124,20.058,49.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,99456097,2471505,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4F,Inactive,0,,,,,,1,0,,,,,,-0.800338,-0.800338,13,-24.383,0.16,19.5,-24.383,-8.469,3.188,3.36,8.709,-2.983,5.312,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,85147185,44142976,C[C@]12[C@@H]3[C@H]([C@H](N1C(=O)C4=CC=C(C=C4)C(C)(C)C)CN(C2=O)C)C(=O)N(C3=O)CC5=CC=CC=C5,Inactive,0,,,,,,1,0,,,,,,3.38744,3.38744,11,20.346,0.3,19.5,1.354,20.346,0.558,-2.917,1.953,-0.886,10.526,8.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,49718955,24790567,CCOC(=O)C1CCN(CC1)CC2=C(N=C3N2C=CC=C3C)C(=O)N4CCOCC4,Inactive,0,,,,,,1,0,,,,,,4.45016,4.45016,12,22.474,0.6,19.5,-1.355,17.098,22.474,-13.758,3.532,-6.547,8.819,4.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,47201572,6858680,CCOC1=C(C=C(C=C1)/C=N/N2C(=NN=N2)N)OCC,Inactive,0,,,,,,1,0,,,,,,-3.19185,-3.19185,11,-10.135,0.6,19.5,-0.202,-1.804,-10.135,1.978,-5.311,-9.063,0.39,-4.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,103074877,49790104,CC(=O)NCCNC1=NC(=NC2=C1SC=C2)NCC3=CC=CS3,Inactive,0,,,,,,1,0,,,,,,11.9901,11.9901,13,47.009,0.16,19.5,47.009,19.254,25.782,0.958,-6.306,7.388,5.618,1.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,49824077,24818678,CC1=CC(=C(C=C1)S(=O)(=O)NNC(=O)NC2=C(C=CC(=C2)OC)OC)C,Inactive,0,,,,,,1,0,,,,,,1.17425,1.17425,15,38.521,0.3,19.5,-5.987,38.521,5.828,16.776,-15.092,8.7,-7.928,-12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,85274089,44247169,CC[C@@]1([C@@H]2[C@H]([C@H](N1)CN(C)C(=O)NCC)C(=O)N(C2=O)CC3=CC=CC=C3)C(=O)OC.C(=O)(C(F)(F)F)O,Inactive,0,,,,,,1,0,,,,,,1.35298,1.35298,14,10.229,5,19.5,-3.459,-2.837,-0.6,2.864,2.416,10.229,7.608,-0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,49826049,5070837,C1=CC(=C(N=C1)Cl)C(=O)NCCCCNC(=O)C2=C(N=CC=C2)Cl,Inactive,0,,,,,,1,0,,,,,,-3.42271,-3.42271,15,-21.263,10,19.5,-8.66,-1.929,9.818,16.582,10.97,-7.905,-21.263,-18.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,26726768,2815494,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=CC=C(C=C2)C#N,Inactive,0,,,,,,1,0,,,,,,-7.99292,-7.99292,12,-22.264,10,19.5,-1.448,-6.926,-12.4,,-4.573,-7.277,-22.264,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,26662050,910535,COC1=CC=C(C=C1)C2=CN=C3N2CCCCC3,Inactive,0,,,,,,1,0,,,,,,8.86735,8.86735,12,19.525,0.3,19.5,-1.994,19.525,17.264,-8.995,,3.514,6.848,11.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,99355606,25058246,C1=CC=C(C=C1)N2/C(=C/C3=CN=C(C=C3)Br)/C4=CC=CC=C4C2=O,Inactive,0,,,,,,1,0,,,,,,-2.00026,-2.00026,15,-9.39,19.5,19.5,-6.984,4.883,2.831,4.268,-6.12,0.751,-3.826,-9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,92763372,386093,CC(C)OC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)O)O,Inactive,0,,,,,,1,0,,,,,,1.28204,1.28204,14,26.949,0.16,19.5,26.949,-2.109,0.028,-1.467,12.849,-8.929,-5.783,-7.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,26671175,1414694,COC1=CC=C(C=C1)C2=NC(=NC(=C2)C#N)NN,Inactive,0,,,,,,1,0,,,,,,5.23589,5.23589,12,21.265,1.2,19.5,8.172,5.271,,21.265,17.333,-6.648,-4.445,-4.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,103159317,4138502,CC1CC(CN(C1)C(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)CC4=CC=CC=C4OC)C,Inactive,0,,,,,,1,0,,,,,,7.97714,7.97714,11,17.752,0.3,19.5,,17.752,7.192,15.665,9.268,4.595,2.963,2.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,99494586,46948055,CCOC(=O)C1(CCN1C(=O)C2=CC(=CC=C2)OC)C,Inactive,0,,,,,,1,0,,,,,,1.28537,1.28537,12,14.87,0.6,19.5,-4.197,10.288,14.87,6.382,4.266,-10.151,-1.687,-2.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,125305910,53383240,CC(=O)N1C(C(=NC2=CC=CC=C21)C3=CC4=C(C=C3)OCO4)C(=O)NC5=CC=C(C=C5)OC,Inactive,0,,,,,,1,0,,,,,,4.07848,4.07848,13,14.677,10,19.5,-12.799,1.03,-1.368,13.168,13.424,4.37,14.677,-5.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,103073983,49789502,C1=CC=C(C=C1)OC2=NC=NC(=C2)NC3=NC(=CS3)C(CC4=CC=C(C=C4)N)N,Inactive,0,,,,,,1,0,,,,,,-1.50803,-1.50803,15,-11.77,5,19.5,3.027,11.318,4.404,3.013,-9.579,-11.77,-8.288,-9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,46500584,23640933,CC1(C2=CC=CC=C2C(=CN1C(=O)C3=CC=CC=C3)Br)C#N,Inactive,0,,,,,,1,0,,,,,,-4.79823,-4.79823,11,-21.458,19.5,19.5,,12.846,-5.717,-1.124,-17.508,-2.627,-1.738,-21.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,56320379,24981339,CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NCC3CCCO3)OC,Inactive,0,,,,,,1,0,,,,,,8.79405,8.79405,14,20.175,0.16,19.5,20.175,,10.305,12.696,-9.145,15.329,-6.686,18.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,125305807,53383137,CC(C)(C)NC(=O)C(C1=CC=CC2=CC=CC=C21)N3C4=CC=CC=C4N=C(C3=O)C5=CC=CC=C5,Inactive,0,,,,,,1,0,,,,,,-16.9643,-16.9643,16,-36.381,10,19.5,3.884,-3.364,-1.051,-12.523,-20.318,-31.566,-36.381,-34.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,49817532,135549158,CSCCC(C(=O)NCCC1=CC=CC=C1)N=C2C3=CC=CC=C3S(=O)(=O)N2,Inactive,0,,,,,,1,0,,,,,,8.85607,8.85607,13,29.466,1.2,19.5,-2.144,3.437,18.808,29.466,-3.509,7.087,-1.415,18.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,124753001,53299323,CC1=CC=C(C=C1)C2CC3CCC(C2C(=O)OC)N3C.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,,,,,,1,0,,,,,,-2.66132,-2.66132,11,-12.522,19.5,19.5,4.305,,-11.563,-9.968,3.695,-2.667,6.635,-12.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,103159361,49792561,CCCCNC(=O)C1(CCN1C(=O)C2=CC(=CN=C2)Br)C,Inactive,0,,,,,,1,0,,,,,,-1.59406,-1.59406,12,21.247,0.16,19.5,21.247,3.459,-13.24,-12.1,6.852,-6.102,-9.509,-12.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,49713913,24789294,CC1(C(N2[C@H](S1)C(N(C2=O)CC3=NC4=CC=CC=C4S3)C(=O)OC)C(=O)OC)C,Inactive,0,,,,,,1,0,,,,,,7.27119,7.27119,13,21.272,0.3,19.5,3.002,21.272,12.951,15.033,-0.275,9.25,-1.077,1.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,7969568,332934,CCOC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)N(C)C)C,Inactive,0,,,,,,1,0,,,,,,19.8792,19.8792,14,38.843,0.6,19.5,24.073,25.083,38.843,35.113,16.972,12.697,5.944,-0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,49826411,24819349,CCCC1=NOC(=C1)CNC(=O)C2CCC(=O)N(C2)CCC3=CC(=CC=C3)F,Inactive,0,,,,,,1,0,,,,,,0.042777,0.042777,12,-19.697,19.5,19.5,-3.739,6.646,10.67,-5.463,-0.783,1.351,8.054,-19.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,56316051,24979226,CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC=CC=C2C(=O)N3CCCCC3)C4=CC=CC=C4,Inactive,0,,,,,,1,0,,,,,,5.66111,5.66111,12,14.055,0.6,19.5,-8.119,0.597,14.055,9.569,12.976,,4.846,9.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,51087990,3728934,C1C2C=CC1C(C2C(=O)NCC3=CC=CC=C3)C(=O)O,Active,48,,,=,15.48,4.81,2,48,,=,15.48,4.81,4,0,100,12,52.115,19.5,19.5,2.703,0.036,-4.303,-1.086,2.592,-4.06,6.216,52.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,103076187,49790989,CC1=C(C(=CC=C1)C(C2=NC=C(N2)C3=CC=CC=C3C)O)C,Inactive,0,,,,,,1,0,,,,,,3.18082,3.18082,15,24.122,0.16,19.5,24.122,-4.131,1.009,3.931,-12.945,4.575,1.54,8.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,57259658,16305869,CC1=CC(=CC=C1)OC(C)C(=O)NC2=NC(=CS2)C3=CC=NC=C3,Inactive,0,,,,,,1,0,,,,,,1.1021,1.1021,15,11.075,0.16,19.5,11.075,-0.983,2.343,-1.007,5.579,-8.49,-1.76,1.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,17510574,12005266,CC1=C(C=C(C=C1)NC(=O)CN2C=CC=C2C3=NC(CO3)C4=CC=CC=C4)C,Inactive,0,,,,,,1,0,,,,,,26.0689,26.0689,13,52.425,5,19.5,8.15,37.059,35.6,44.579,12.273,52.425,38.205,-4.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,49675380,16299268,CC1=C(C=CC=C1Cl)NC(=O)CNC(=O)C2CCCN2S(=O)(=O)C3=CC=C(C=C3)OC,Inactive,0,,,,,,1,0,,,,,,8.68593,8.68593,15,29.64,0.3,19.5,22.62,29.64,9.889,-1.223,8.241,0.02,-9.231,4.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,85271388,4969266,COC1=C(C=C(C=C1)Cl)N2C(=O)CC(C2=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4F,Inactive,0,,,,,,1,0,,,,,,5.9816,5.9816,11,23.311,10,19.5,4.036,,3.791,1.253,-8.076,11.678,23.311,-0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,56324780,4389350,CC1CCCC(N1C(=O)COC(=O)C2=CC(=C(C=C2)C)S(=O)(=O)N3CCOCC3)C,Inactive,0,,,,,,1,0,,,,,,4.91329,4.91329,13,-36.261,0.16,19.5,-36.261,13.861,5.33,4.152,5.886,15.577,13.127,2.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,49732834,5144826,CC1=CC=C(C=C1)CCN2CC(CC2=O)C(=O)NCCC3=CC=CC=C3,Inactive,0,,,,,,1,0,,,,,,7.59263,7.59263,14,25.322,0.6,19.5,-6.762,20.381,25.322,21.221,-2.317,17.52,5.022,-17.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,49679063,24762016,CCCC1CC(OS(=O)(=O)N1)CCC2=CC=CC=C2,Inactive,0,,,,,,1,0,,,,,,12.8218,12.8218,12,22.457,1.2,19.5,8.282,21.645,16.813,22.457,4.165,6.576,7.789,10.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,103162835,49795319,C1CCC(CC1)C(C2=CSC(=N2)NC(=O)NC3=CC(=CC=C3)Cl)N,Inactive,0,,,,,,1,0,,,,,,1.83587,1.83587,15,-14.682,2.6,19.5,9.78,14.268,6.406,-4.885,-14.682,-4.992,2.817,-2.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,24799126,16190797,CCOC(=O)C1(CCCN(C1)C(=O)C2=NNC(=C2)C3CC3)CC4=CC=CC=C4C,Inactive,0,,,,,,1,0,,,,,,10.2484,10.2484,13,33.785,0.3,19.5,18.967,33.785,17.443,21.237,-8.934,18.083,-3.985,-8.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,124753862,42892215,C1=CC=C(C=C1)N2C(=NN=N2)SCC(CN3C4=CC=CC=C4C5=CC=CC=C53)O,Active,47,,,=,18.78,4.726,2,47,,=,18.78,4.726,4,0,100,12,33.169,19.5,19.5,-2.499,-1.323,-3.843,-2.035,-6.723,10.296,0.637,33.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,49815789,24816506,CC1=CC=C(C=C1)SCCN2CCC(CCC2=O)NC(=O)OCC3=CC=CC=C3,Inactive,0,,,,,,1,0,,,,,,1.31856,1.31856,11,21.126,1.2,19.5,5.513,,,21.126,18.928,-12.505,-6.887,-8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,103074212,49789658,CC1(CCCN(C1)C(=O)C2=CC=C(C=C2)C(F)(F)F)C(=O)NCCOC,Inactive,0,,,,,,1,0,,>,19.5,4.71,4,0,100,9,16.294,19.5,19.5,0.53,5.118,,0.245,0.462,14.029,-8.453,16.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,22403402,3794158,CC1=C(SC(=C1C(=O)OC)NC(=O)CC2C(=O)NC3=C(S2)C=CC(=C3)C(F)(F)F)C,Inactive,0,,,,,,1,0,,,,,,-4.46508,-4.46508,13,-25.376,19.5,19.5,8.039,-10.31,-10.766,-4.515,-4.052,-4.925,2.348,-25.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,99494723,46948151,C1CCN(C(C1)C2=CC(=NO2)C(=O)NC3=CC4=C(C=C3)OCO4)C(=O)OCCF,Inactive,0,,,,,,1,0,,,,,,1.31154,1.31154,12,14.307,2.6,19.5,0.532,1.955,-2.31,5.229,14.307,-1.324,-2.824,-1.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,87349383,6602855,CCC1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=C3)O.Cl,Inactive,0,,,,,,1,0,,,,,,16.975,16.975,12,25.27,2.6,19.5,22.888,13.137,,15.165,25.27,11.912,14.185,11.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,49827734,16509433,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC3=C(S2)CCCCC3,Inactive,0,,,,,,1,0,,,,,,0.829158,0.829158,12,22.018,5,19.5,-0.881,-2.863,-6.203,-4.562,8.676,22.018,-10.151,1.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,49720463,24791198,CC1=CN=C(N1)CN(C)C(=O)CC2C(=O)NCCN2CC3=C(C(=CC=C3)F)F,Inactive,0,,,,,,1,0,,,,,,-6.65625,-6.65625,13,-29.201,5,19.5,-8.446,-8.128,2.957,-21.982,-5.988,-29.201,-9.384,12.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,49644767,3132760,COC1=C(C=C(C=C1)C2CC(=NN2C(=O)CCC(=O)O)C3=CC=CS3)OC,Inactive,0,,,,,,1,0,,,,,,0.738019,0.738019,14,16.911,0.16,19.5,16.911,-3.337,0.997,-2.508,0.599,3.161,-10.639,-2.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,22400780,4427060,CC1=CC(=CC=C1)OCC(=O)NNC(=O)C2CCCCC2C(=O)O,Inactive,0,,,,,,1,0,,,,,,-25.6289,-25.6289,13,-39.032,0.16,19.5,-39.032,-12.161,-28.901,-12.837,-8.812,-21.209,-31.785,-36.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,125306222,53383534,CC1=CC(=C(C=C1)C)C(C2=C(C3=C(C=CC(=N3)C)C=C2)O)NC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,0,,,,,,1,0,,,,,,1.05201,1.05201,14,-13.2,19.5,19.5,2.91,-3.202,8.609,-8.25,4.219,7.452,3.101,-13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,99356526,46902442,C1CN(C2CC1C3=C2C=CC(=C3)C4=CC5=C(C=C4)OCO5)C(=O)OCC6=CC=CC=C6,Inactive,0,,,,,,1,0,,,,,,-0.667961,-0.667961,11,-16.84,0.6,19.5,-7.889,-16.069,-16.84,0.93,6.851,10.86,,13.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,3711129,2000,CC(=O)NC(CC1=CC=CC=C1)C(=O)O,Inactive,0,,,,,,1,0,,,,,,2.26618,2.26618,15,16.691,2.6,19.5,-3.34,14.769,-9.241,3.021,16.691,0.58,3.864,-1.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
